Date;Case;Death;Recovered;Month;Season;Weekday;Weekend;OfficailHoliday;BusinessDay;Doses_admin;People_partially_vaccinated;People_fully_vaccinated
11.03.2020;1;0;0;3;2;1;0;0;0;0;0;0
12.03.2020;1;0;0;3;2;1;0;0;0;0;0;0
13.03.2020;5;0;0;3;2;1;0;0;0;0;0;0
14.03.2020;5;0;0;3;2;0;1;0;1;0;0;0
15.03.2020;6;0;0;3;2;0;1;0;1;0;0;0
16.03.2020;18;0;0;3;2;1;0;0;0;0;0;0
17.03.2020;47;1;0;3;2;1;0;0;0;0;0;0
18.03.2020;98;1;0;3;2;1;0;0;0;0;0;0
19.03.2020;192;3;0;3;2;1;0;0;0;0;0;0
20.03.2020;359;4;0;3;2;1;0;0;0;0;0;0
21.03.2020;670;9;0;3;2;0;1;0;1;0;0;0
22.03.2020;1236;30;0;3;2;0;1;0;1;0;0;0
23.03.2020;1529;37;0;3;2;1;0;0;0;0;0;0
24.03.2020;1872;44;0;3;2;1;0;0;0;0;0;0
25.03.2020;2433;59;26;3;2;1;0;0;0;0;0;0
26.03.2020;3629;75;26;3;2;1;0;0;0;0;0;0
27.03.2020;5698;92;42;3;2;1;0;0;0;0;0;0
28.03.2020;7402;108;70;3;2;0;1;0;1;0;0;0
29.03.2020;9217;131;105;3;2;0;1;0;1;0;0;0
30.03.2020;10827;168;162;3;2;1;0;0;0;0;0;0
31.03.2020;13531;214;243;3;2;1;0;0;0;0;0;0
1.04.2020;15679;277;333;4;2;1;0;0;0;0;0;0
2.04.2020;18135;356;415;4;2;1;0;0;0;0;0;0
3.04.2020;20921;425;484;4;2;1;0;0;0;0;0;0
4.04.2020;23934;501;786;4;2;0;1;0;1;0;0;0
5.04.2020;27069;574;1042;4;2;0;1;0;1;0;0;0
6.04.2020;30217;649;1326;4;2;1;0;0;0;0;0;0
7.04.2020;34109;725;1582;4;2;1;0;0;0;0;0;0
8.04.2020;38226;812;1846;4;2;1;0;0;0;0;0;0
9.04.2020;42282;908;2142;4;2;1;0;0;0;0;0;0
10.04.2020;47029;1006;2423;4;2;1;0;0;0;0;0;0
11.04.2020;52167;1101;2965;4;2;0;1;0;1;0;0;0
12.04.2020;56956;1198;3446;4;2;0;1;0;1;0;0;0
13.04.2020;61049;1296;3957;4;2;1;0;0;0;0;0;0
14.04.2020;65111;1403;4799;4;2;1;0;0;0;0;0;0
15.04.2020;69392;1518;5674;4;2;1;0;0;0;0;0;0
16.04.2020;74193;1643;7089;4;2;1;0;0;0;0;0;0
17.04.2020;78546;1769;8631;4;2;1;0;0;0;0;0;0
18.04.2020;82329;1890;10453;4;2;0;1;0;1;0;0;0
19.04.2020;86306;2017;11976;4;2;0;1;0;1;0;0;0
20.04.2020;90980;2140;13430;4;2;1;0;0;0;0;0;0
21.04.2020;95591;2259;14918;4;2;1;0;0;0;0;0;0
22.04.2020;98674;2376;16477;4;2;1;0;0;0;0;0;0
23.04.2020;101790;2491;18491;4;2;1;0;1;1;0;0;0
24.04.2020;104912;2600;21737;4;2;1;0;0;0;0;0;0
25.04.2020;107773;2706;25582;4;2;0;1;0;1;0;0;0
26.04.2020;110130;2805;29140;4;2;0;1;0;1;0;0;0
27.04.2020;112261;2900;33791;4;2;1;0;0;0;0;0;0
28.04.2020;114653;2992;38809;4;2;1;0;0;0;0;0;0
29.04.2020;117589;3081;44040;4;2;1;0;0;0;0;0;0
30.04.2020;120204;3174;48886;4;2;1;0;0;0;0;0;0
1.05.2020;122392;3258;53808;5;2;1;0;1;1;0;0;0
2.05.2020;124375;3336;58259;5;2;0;1;0;1;0;0;0
3.05.2020;126045;3397;63151;5;2;0;1;0;1;0;0;0
4.05.2020;127659;3461;68166;5;2;1;0;0;0;0;0;0
5.05.2020;129491;3520;73285;5;2;1;0;0;0;0;0;0
6.05.2020;131744;3584;78202;5;2;1;0;0;0;0;0;0
7.05.2020;133721;3641;82984;5;2;1;0;0;0;0;0;0
8.05.2020;135569;3689;86396;5;2;1;0;0;0;0;0;0
9.05.2020;137115;3739;89480;5;2;0;1;0;1;0;0;0
10.05.2020;138657;3786;92691;5;2;0;1;0;1;0;0;0
11.05.2020;139771;3841;95780;5;2;1;0;0;0;0;0;0
12.05.2020;141475;3894;98889;5;2;1;0;0;0;0;0;0
13.05.2020;143114;3952;101715;5;2;1;0;0;0;0;0;0
14.05.2020;144749;4007;104030;5;2;1;0;0;0;0;0;0
15.05.2020;146457;4055;106133;5;2;1;0;0;0;0;0;0
16.05.2020;148067;4096;108137;5;2;0;1;0;1;0;0;0
17.05.2020;149435;4140;109962;5;2;0;1;0;1;0;0;0
18.05.2020;150593;4171;111577;5;2;1;0;0;0;0;0;0
19.05.2020;151615;4199;112895;5;2;1;0;1;1;0;0;0
20.05.2020;152587;4222;113987;5;2;1;0;0;0;0;0;0
21.05.2020;153548;4249;114990;5;2;1;0;0;0;0;0;0
22.05.2020;154500;4276;116111;5;2;1;0;0;0;0;0;0
23.05.2020;155686;4308;117602;5;2;0;1;1;1;0;0;0
24.05.2020;156827;4340;118694;5;2;0;1;1;1;0;0;0
25.05.2020;157814;4369;120015;5;2;1;0;1;1;0;0;0
26.05.2020;158762;4397;121507;5;2;1;0;1;1;0;0;0
27.05.2020;159797;4431;122793;5;2;1;0;0;0;0;0;0
28.05.2020;160979;4461;124369;5;2;1;0;0;0;0;0;0
29.05.2020;162120;4489;125963;5;2;1;0;0;0;0;0;0
30.05.2020;163103;4515;126984;5;2;0;1;0;1;0;0;0
31.05.2020;163942;4540;127973;5;2;0;1;0;1;0;0;0
1.06.2020;164769;4563;128947;6;3;1;0;0;0;0;0;0
2.06.2020;165555;4585;129921;6;3;1;0;0;0;0;0;0
3.06.2020;166422;4609;130852;6;3;1;0;0;0;0;0;0
4.06.2020;167410;4630;131778;6;3;1;0;0;0;0;0;0
5.06.2020;168340;4648;133400;6;3;1;0;0;0;0;0;0
6.06.2020;169218;4669;135322;6;3;0;1;0;1;0;0;0
7.06.2020;170132;4692;137969;6;3;0;1;0;1;0;0;0
8.06.2020;171121;4711;141380;6;3;1;0;0;0;0;0;0
9.06.2020;172114;4729;144598;6;3;1;0;0;0;0;0;0
10.06.2020;173036;4746;146839;6;3;1;0;0;0;0;0;0
11.06.2020;174023;4763;147860;6;3;1;0;0;0;0;0;0
12.06.2020;175218;4778;149102;6;3;1;0;0;0;0;0;0
13.06.2020;176677;4792;150087;6;3;0;1;0;1;0;0;0
14.06.2020;178239;4807;151417;6;3;0;1;0;1;0;0;0
15.06.2020;179831;4825;152364;6;3;1;0;0;0;0;0;0
16.06.2020;181298;4842;153379;6;3;1;0;0;0;0;0;0
17.06.2020;182727;4861;154640;6;3;1;0;0;0;0;0;0
18.06.2020;184031;4882;156022;6;3;1;0;0;0;0;0;0
19.06.2020;185245;4905;157516;6;3;1;0;0;0;0;0;0
20.06.2020;186493;4927;158828;6;3;0;1;0;1;0;0;0
21.06.2020;187685;4950;160240;6;3;0;1;0;1;0;0;0
22.06.2020;188897;4974;161533;6;3;1;0;0;0;0;0;0
23.06.2020;190165;5001;162848;6;3;1;0;0;0;0;0;0
24.06.2020;191657;5025;164234;6;3;1;0;0;0;0;0;0
25.06.2020;193115;5046;165706;6;3;1;0;0;0;0;0;0
26.06.2020;194511;5065;167198;6;3;1;0;0;0;0;0;0
27.06.2020;195883;5082;169182;6;3;0;1;0;1;0;0;0
28.06.2020;197239;5097;170595;6;3;0;1;0;1;0;0;0
29.06.2020;198613;5115;171809;6;3;1;0;0;0;0;0;0
30.06.2020;199906;5131;173111;6;3;1;0;0;0;0;0;0
1.07.2020;201098;5150;175422;7;3;1;0;0;0;0;0;0
2.07.2020;202284;5167;176965;7;3;1;0;0;0;0;0;0
3.07.2020;203456;5186;178278;7;3;1;0;0;0;0;0;0
4.07.2020;204610;5206;179492;7;3;0;1;0;1;0;0;0
5.07.2020;205758;5225;180680;7;3;0;1;0;1;0;0;0
6.07.2020;206844;5241;182995;7;3;1;0;0;0;0;0;0
7.07.2020;207897;5260;185292;7;3;1;0;0;0;0;0;0
8.07.2020;208938;5282;187511;7;3;1;0;0;0;0;0;0
9.07.2020;209962;5300;190390;7;3;1;0;0;0;0;0;0
10.07.2020;210965;5323;191883;7;3;1;0;0;0;0;0;0
11.07.2020;211981;5344;193217;7;3;0;1;0;1;0;0;0
12.07.2020;212993;5363;194515;7;3;0;1;0;1;0;0;0
13.07.2020;214001;5382;195671;7;3;1;0;0;0;0;0;0
14.07.2020;214993;5402;196720;7;3;1;0;0;0;0;0;0
15.07.2020;215940;5419;197733;7;3;1;0;1;1;0;0;0
16.07.2020;216873;5440;198820;7;3;1;0;0;0;0;0;0
17.07.2020;217799;5458;199834;7;3;1;0;0;0;0;0;0
18.07.2020;218717;5475;201013;7;3;0;1;0;1;0;0;0
19.07.2020;219641;5491;202010;7;3;0;1;0;1;0;0;0
20.07.2020;220572;5508;203002;7;3;1;0;0;0;0;0;0
21.07.2020;221500;5526;204011;7;3;1;0;0;0;0;0;0
22.07.2020;222402;5545;205214;7;3;1;0;0;0;0;0;0
23.07.2020;223315;5563;206365;7;3;1;0;0;0;0;0;0
24.07.2020;224252;5580;207374;7;3;1;0;0;0;0;0;0
25.07.2020;225173;5596;208477;7;3;0;1;0;1;0;0;0
26.07.2020;226100;5613;209487;7;3;0;1;0;1;0;0;0
27.07.2020;227019;5630;210469;7;3;1;0;0;0;0;0;0
28.07.2020;227982;5645;211561;7;3;1;0;0;0;0;0;0
29.07.2020;228924;5659;212557;7;3;1;0;0;0;0;0;0
30.07.2020;229891;5674;213539;7;3;1;0;1;1;0;0;0
31.07.2020;230873;5691;214535;7;3;1;0;1;1;0;0;0
1.08.2020;231869;5710;215516;8;3;0;1;1;1;0;0;0
2.08.2020;232856;5728;216494;8;3;0;1;1;1;0;0;0
3.08.2020;233851;5747;217497;8;3;1;0;1;1;0;0;0
4.08.2020;234934;5765;218491;8;3;1;0;0;0;0;0;0
5.08.2020;236112;5784;219506;8;3;1;0;0;0;0;0;0
6.08.2020;237265;5798;220546;8;3;1;0;0;0;0;0;0
7.08.2020;238450;5813;221574;8;3;1;0;0;0;0;0;0
8.08.2020;239622;5829;222656;8;3;0;1;0;1;0;0;0
9.08.2020;240804;5844;223759;8;3;0;1;0;1;0;0;0
10.08.2020;241997;5858;224970;8;3;1;0;0;0;0;0;0
11.08.2020;243180;5873;226155;8;3;1;0;0;0;0;0;0
12.08.2020;244392;5891;227089;8;3;1;0;0;0;0;0;0
13.08.2020;245635;5912;228057;8;3;1;0;0;0;0;0;0
14.08.2020;246861;5934;228980;8;3;1;0;0;0;0;0;0
15.08.2020;248117;5955;229972;8;3;0;1;0;1;0;0;0
16.08.2020;249309;5974;230969;8;3;0;1;0;1;0;0;0
17.08.2020;250542;5996;231971;8;3;1;0;0;0;0;0;0
18.08.2020;251805;6016;232913;8;3;1;0;0;0;0;0;0
19.08.2020;253108;6039;233915;8;3;1;0;0;0;0;0;0
20.08.2020;254520;6058;234797;8;3;1;0;0;0;0;0;0
21.08.2020;255723;6080;235569;8;3;1;0;0;0;0;0;0
22.08.2020;257032;6102;236370;8;3;0;1;0;1;0;0;0
23.08.2020;258249;6121;237165;8;3;0;1;0;1;0;0;0
24.08.2020;259692;6139;237908;8;3;1;0;0;0;0;0;0
25.08.2020;261194;6163;238795;8;3;1;0;0;0;0;0;0
26.08.2020;262507;6183;239797;8;3;1;0;0;0;0;0;0
27.08.2020;263998;6209;240792;8;3;1;0;0;0;0;0;0
28.08.2020;265515;6245;241809;8;3;1;0;0;0;0;0;0
29.08.2020;267064;6284;242812;8;3;0;1;0;1;0;0;0
30.08.2020;268546;6326;243839;8;3;0;1;1;1;0;0;0
31.08.2020;270133;6370;244926;8;3;1;0;0;0;0;0;0
1.09.2020;271705;6417;245929;9;4;1;0;0;0;0;0;0
2.09.2020;273301;6462;246876;9;4;1;0;0;0;0;0;0
3.09.2020;274943;6511;248087;9;4;1;0;0;0;0;0;0
4.09.2020;276555;6564;249108;9;4;1;0;0;0;0;0;0
5.09.2020;278228;6620;250092;9;4;0;1;0;1;0;0;0
6.09.2020;279806;6673;251105;9;4;0;1;0;1;0;0;0
7.09.2020;281509;6730;252152;9;4;1;0;0;0;0;0;0
8.09.2020;283270;6782;253245;9;4;1;0;0;0;0;0;0
9.09.2020;284943;6837;254188;9;4;1;0;0;0;0;0;0
10.09.2020;286455;6895;255407;9;4;1;0;0;0;0;0;0
11.09.2020;288126;6951;256524;9;4;1;0;0;0;0;0;0
12.09.2020;289635;6999;257731;9;4;0;1;0;1;0;0;0
13.09.2020;291162;7056;258833;9;4;0;1;0;1;0;0;0
14.09.2020;292878;7119;260058;9;4;1;0;0;0;0;0;0
15.09.2020;294620;7186;261260;9;4;1;0;0;0;0;0;0
16.09.2020;296391;7249;262602;9;4;1;0;0;0;0;0;0
17.09.2020;298039;7315;263745;9;4;1;0;0;0;0;0;0
18.09.2020;299810;7377;264805;9;4;1;0;0;0;0;0;0
19.09.2020;301348;7445;266117;9;4;0;1;0;1;0;0;0
20.09.2020;302867;7506;267233;9;4;0;1;0;1;0;0;0
21.09.2020;304610;7574;268435;9;4;1;0;0;0;0;0;0
22.09.2020;306302;7639;269696;9;4;1;0;0;0;0;0;0
23.09.2020;308069;7711;270723;9;4;1;0;0;0;0;0;0
24.09.2020;309790;7785;271964;9;4;1;0;0;0;0;0;0
25.09.2020;311455;7858;273282;9;4;1;0;0;0;0;0;0
26.09.2020;312966;7929;274514;9;4;0;1;0;1;0;0;0
27.09.2020;314433;7997;275630;9;4;0;1;0;1;0;0;0
28.09.2020;315845;8062;277052;9;4;1;0;0;0;0;0;0
29.09.2020;317272;8130;278504;9;4;1;0;0;0;0;0;0
30.09.2020;318663;8195;279749;9;4;1;0;0;0;0;0;0
1.10.2020;320070;8262;281151;10;4;1;0;0;0;0;0;0
2.10.2020;321512;8325;282657;10;4;1;0;0;0;0;0;0
3.10.2020;323014;8384;283868;10;4;0;1;0;1;0;0;0
4.10.2020;324443;8441;285050;10;4;0;1;0;1;0;0;0
5.10.2020;326046;8498;286370;10;4;1;0;0;0;0;0;0
6.10.2020;327557;8553;287599;10;4;1;0;0;0;0;0;0
7.10.2020;329138;8609;288954;10;4;1;0;0;0;0;0;0
8.10.2020;330753;8667;290352;10;4;1;0;0;0;0;0;0
9.10.2020;332382;8722;291754;10;4;1;0;0;0;0;0;0
10.10.2020;334031;8778;293145;10;4;0;1;0;1;0;0;0
11.10.2020;335533;8837;294357;10;4;0;1;0;1;0;0;0
12.10.2020;337147;8895;295658;10;4;1;0;0;0;0;0;0
13.10.2020;338779;8957;296972;10;4;1;0;0;0;0;0;0
14.10.2020;340450;9014;298368;10;4;1;0;0;0;0;0;0
15.10.2020;342143;9080;299679;10;4;1;0;0;0;0;0;0
16.10.2020;343955;9153;301098;10;4;1;0;0;0;0;0;0
17.10.2020;345678;9224;302499;10;4;0;1;0;1;0;0;0
18.10.2020;347493;9296;304003;10;4;0;1;0;1;0;0;0
19.10.2020;349519;9371;305427;10;4;1;0;0;0;0;0;0
20.10.2020;351413;9445;306939;10;4;1;0;0;0;0;0;0
21.10.2020;353426;9513;308446;10;4;1;0;0;0;0;0;0
22.10.2020;355528;9584;310027;10;4;1;0;0;0;0;0;0
23.10.2020;357693;9658;311520;10;4;1;0;0;0;0;0;0
24.10.2020;359784;9727;313093;10;4;0;1;0;1;0;0;0
25.10.2020;361801;9799;314390;10;4;0;1;0;1;0;0;0
26.10.2020;363999;9874;316008;10;4;1;0;0;0;0;0;0
27.10.2020;366208;9950;317519;10;4;1;0;0;0;0;0;0
28.10.2020;368513;10027;319181;10;4;1;0;1;1;0;0;0
29.10.2020;370832;10099;320762;10;4;1;0;1;1;0;0;0
30.10.2020;373154;10177;322465;10;4;1;0;0;0;0;0;0
31.10.2020;375367;10252;323971;10;4;0;1;0;1;0;0;0
1.11.2020;377473;10326;325486;11;4;0;1;0;1;0;0;0
2.11.2020;379775;10402;327007;11;4;1;0;0;0;0;0;0
3.11.2020;382118;10481;328824;11;4;1;0;0;0;0;0;0
4.11.2020;384509;10558;330665;11;4;1;0;0;0;0;0;0
5.11.2020;386820;10639;332379;11;4;1;0;0;0;0;0;0
6.11.2020;389256;10722;334293;11;4;1;0;0;0;0;0;0
7.11.2020;391739;10803;336221;11;4;0;1;0;1;0;0;0
8.11.2020;394255;10887;338239;11;4;0;1;0;1;0;0;0
9.11.2020;396831;10972;340286;11;4;1;0;0;0;0;0;0
10.11.2020;399360;11059;342501;11;4;1;0;0;0;0;0;0
11.11.2020;402053;11145;344613;11;4;1;0;0;0;0;0;0
12.11.2020;404894;11233;346794;11;4;1;0;0;0;0;0;0
13.11.2020;407939;11326;348804;11;4;1;0;0;0;0;0;0
14.11.2020;411055;11418;351102;11;4;0;1;0;1;0;0;0
15.11.2020;414278;11507;353663;11;4;0;1;0;1;0;0;0
16.11.2020;417594;11601;356375;11;4;1;0;0;0;0;0;0
17.11.2020;421413;11704;359063;11;4;1;0;0;0;0;0;0
18.11.2020;425628;11820;361655;11;4;1;0;0;0;0;0;0
19.11.2020;430170;11943;364573;11;4;1;0;0;0;0;0;0
20.11.2020;435273;12084;367592;11;4;1;0;0;0;0;0;0
21.11.2020;440805;12219;370825;11;4;0;1;0;1;0;0;0
22.11.2020;446822;12358;374637;11;4;0;1;0;1;0;0;0
23.11.2020;453535;12511;377891;11;4;1;0;0;0;0;0;0
24.11.2020;460916;12672;381569;11;4;1;0;0;0;0;0;0
25.11.2020;467730;12840;385480;11;4;1;0;0;0;0;0;0
26.11.2020;503738;13014;388771;11;4;1;0;0;0;0;0;0
27.11.2020;548244;13191;392616;11;4;1;0;0;0;0;0;0
28.11.2020;578347;13373;396227;11;4;0;1;0;1;0;0;0
29.11.2020;607628;13558;400242;11;4;0;1;0;1;0;0;0
30.11.2020;638847;13746;404727;11;4;1;0;0;0;0;0;0
1.12.2020;668957;13936;409320;12;1;1;0;0;0;0;0;0
2.12.2020;700880;14129;414141;12;1;1;0;0;0;0;0;0
3.12.2020;733261;14316;418331;12;1;1;0;0;0;0;0;0
4.12.2020;765997;14509;423142;12;1;1;0;0;0;0;0;0
5.12.2020;797893;14705;427242;12;1;0;1;0;1;0;0;0
6.12.2020;828295;14900;431253;12;1;0;1;0;1;0;0;0
7.12.2020;860432;15103;436270;12;1;1;0;0;0;0;0;0
8.12.2020;893630;15314;441515;12;1;1;0;0;0;0;0;0
9.12.2020;925342;15531;447361;12;1;1;0;0;0;0;0;0
10.12.2020;1748567;15751;452593;12;1;1;0;0;0;0;0;0
11.12.2020;1780673;15977;458109;12;1;1;0;0;0;0;0;0
12.12.2020;1809809;16199;1581565;12;1;0;1;0;1;0;0;0
13.12.2020;1836728;16417;1603780;12;1;0;1;0;1;0;0;0
14.12.2020;1866345;16646;1631944;12;1;1;0;0;0;0;0;0
15.12.2020;1898447;16881;1661191;12;1;1;0;0;0;0;0;0
16.12.2020;1928165;17121;1691113;12;1;1;0;0;0;0;0;0
17.12.2020;1955680;17364;1721607;12;1;1;0;0;0;0;0;0
18.12.2020;1982090;17610;1753552;12;1;1;0;0;0;0;0;0
19.12.2020;2004285;17851;1779068;12;1;0;1;0;1;0;0;0
20.12.2020;2024601;18097;1800286;12;1;0;1;0;1;0;0;0
21.12.2020;2043704;18351;1834705;12;1;1;0;0;0;0;0;0
22.12.2020;2062960;18602;1866815;12;1;1;0;0;0;0;0;0
23.12.2020;2082610;18861;1901307;12;1;1;0;0;0;0;0;0
24.12.2020;2100712;19115;1935292;12;1;1;0;0;0;0;0;0
25.12.2020;2118255;19371;1970803;12;1;1;0;0;0;0;0;0
26.12.2020;2133373;19624;1994034;12;1;0;1;0;1;0;0;0
27.12.2020;2147578;19878;2015230;12;1;0;1;0;1;0;0;0
28.12.2020;2162775;20135;2037433;12;1;1;0;0;0;0;0;0
29.12.2020;2178580;20388;2058437;12;1;1;0;0;0;0;0;0
30.12.2020;2194272;20642;2078629;12;1;1;0;0;0;0;0;0
31.12.2020;2208652;20881;2100650;12;1;1;0;0;0;0;0;0
1.01.2021;2220855;21093;2114760;1;1;1;0;1;1;0;0;0
2.01.2021;2232035;21295;2126432;1;1;0;1;0;1;0;0;0
3.01.2021;2241912;21488;2136534;1;1;0;1;0;1;0;0;0
4.01.2021;2255607;21685;2146430;1;1;1;0;0;0;0;0;0
5.01.2021;2270101;21879;2155338;1;1;1;0;0;0;0;0;0
6.01.2021;2283931;22070;2164040;1;1;1;0;0;0;0;0;0
7.01.2021;2296102;22264;2172251;1;1;1;0;0;0;0;0;0
8.01.2021;2307581;22450;2182145;1;1;1;0;0;0;0;0;0
9.01.2021;2317118;22631;2190047;1;1;0;1;0;1;0;0;0
10.01.2021;2326256;22807;2198150;1;1;0;1;0;1;0;0;0
11.01.2021;2336476;22981;2208451;1;1;1;0;0;0;0;0;0
12.01.2021;2346285;23152;2218464;1;1;1;0;0;0;0;0;0
13.01.2021;2355839;23325;2227927;1;1;1;0;0;0;0;0;0
14.01.2021;2364801;23495;2236938;1;1;1;0;0;0;279452;0;0
15.01.2021;2373115;23664;2246047;1;1;1;0;0;0;616652;0;0
16.01.2021;2380665;23832;2254052;1;1;0;1;0;1;676903;0;0
17.01.2021;2387101;23997;2262864;1;1;0;1;0;1;706451;0;0
18.01.2021;2392963;24161;2270769;1;1;1;0;0;0;832412;0;0
19.01.2021;2399781;24328;2277987;1;1;1;0;0;0;950635;0;0
20.01.2021;2406216;24487;2283919;1;1;1;0;0;0;1052493;0;0
21.01.2021;2412505;24640;2290032;1;1;1;0;0;0;1120258;0;0
22.01.2021;2418472;24789;2296050;1;1;1;0;0;0;1202212;0;0
23.01.2021;2424328;24933;2301861;1;1;0;1;0;1;1226883;0;0
24.01.2021;2429605;25073;2307721;1;1;0;1;0;1;1244653;0;0
25.01.2021;2435247;25210;2314403;1;1;1;0;0;0;1302753;0;0
26.01.2021;2442350;25344;2322511;1;1;1;0;0;0;1410273;0;0
27.01.2021;2449839;25476;2331314;1;1;1;0;0;0;1522580;0;0
28.01.2021;2457118;25605;2340216;1;1;1;0;0;0;1697575;0;0
29.01.2021;2464030;25736;2348309;1;1;1;0;0;0;1928351;0;0
30.01.2021;2470901;25865;2355409;1;1;0;1;0;1;1960860;0;0
31.01.2021;2477463;25993;2362415;1;1;0;1;0;1;1986237;0;0
1.02.2021;2485182;26117;2370431;2;1;1;0;0;0;2136299;0;0
2.02.2021;2492977;26237;2379070;2;1;1;0;0;0;2229233;0;0
3.02.2021;2501079;26354;2387384;2;1;1;0;0;0;2343280;0;0
4.02.2021;2508988;26467;2396199;2;1;1;0;0;0;2500806;0;0
5.02.2021;2516889;26577;2404416;2;1;1;0;0;0;2559802;0;0
6.02.2021;2524786;26685;2412505;2;1;0;1;0;1;2601717;0;0
7.02.2021;2531456;26797;2420706;2;1;0;1;0;1;2610496;0;0
8.02.2021;2539559;26900;2429273;2;1;1;0;0;0;2664203;0;0
9.02.2021;2548195;26998;2437382;2;1;1;0;0;0;2732709;0;0
10.02.2021;2556837;27093;2445285;2;1;1;0;0;0;2795116;0;0
11.02.2021;2564427;27187;2453096;2;1;1;0;0;0;2846125;0;0
12.02.2021;2572190;27284;2461204;2;1;1;0;0;0;3404354;3067822;336532
13.02.2021;2579896;27377;2468419;2;1;0;1;0;1;3709896;3253005;456891
14.02.2021;2586183;27471;2475329;2;1;0;1;0;1;3825101;3336164;488937
15.02.2021;2594128;27562;2482435;2;1;1;0;0;0;4182027;3608148;573879
16.02.2021;2602034;27652;2489624;2;1;1;0;0;0;4630784;3984622;646162
